"name","type","value","date"
"XO Tour Llif3","Lil Uzi Vert","678118","2019-03-21"
"Kiss and Make Up","Dua Lipa","676321","2019-03-21"
"Freaky","Tory Lanez","676023","2019-03-21"
"In My Blood","Shawn Mendes","675515","2019-03-21"
"Space Cadet (feat. Gunna)","Metro Boomin","675438","2019-03-21"
"I'm Yours","Jason Mraz","674800","2019-03-21"
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","668836","2019-03-21"
"Thinking out Loud","Ed Sheeran","659347","2019-03-21"
"Ric Flair Drip (& Metro Boomin)","Offset","652387","2019-03-21"
"Wonderwall - Remastered","Oasis","646120","2019-03-21"
"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez","642976","2019-03-21"
"Fuck Love (feat. Trippie Redd)","XXXTENTACION","642835","2019-03-21"
"All of Me","John Legend","640740","2019-03-21"
"Alleen","KC Rebell","640511","2019-03-21"
"Happier","Ed Sheeran","636968","2019-03-21"
"Africa","TOTO","636727","2019-03-21"
"HUMBLE.","Kendrick Lamar","635719","2019-03-21"
"Happy Now","Kygo","634677","2019-03-21"
"No New Friends","Sia","632423","2019-03-21"
"Pure Cocaine","Lil Baby","627812","2019-03-21"
"7 rings","Ariana Grande","4786814","2019-03-22"
"Con Calma","Daddy Yankee","4692944","2019-03-22"
"Sucker","Jonas Brothers","3994474","2019-03-22"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3534886","2019-03-22"
"Shallow","Lady Gaga","3506897","2019-03-22"
"Wow.","Post Malone","3442119","2019-03-22"
"break up with your girlfriend, i'm bored","Ariana Grande","3344026","2019-03-22"
"Dancing With A Stranger (with Normani)","Sam Smith","2733881","2019-03-22"
"Sweet but Psycho","Ava Max","2648848","2019-03-22"
"Calma - Remix","Pedro Capó","2630661","2019-03-22"
"Baila Baila Baila","Ozuna","2529955","2019-03-22"
"Secreto","Anuel AA","2511658","2019-03-22"
"MIDDLE CHILD","J. Cole","2497177","2019-03-22"
"Happier","Marshmello","2493558","2019-03-22"
"Don't Call Me Up","Mabel","2414866","2019-03-22"
"thank u, next","Ariana Grande","2381530","2019-03-22"
"Without Me","Halsey","2339493","2019-03-22"
"bury a friend","Billie Eilish","2292969","2019-03-22"
"Here With Me","Marshmello","2265009","2019-03-22"
"i'm so tired...","Lauv","2238447","2019-03-22"
"Giant (with Rag'n'Bone Man)","Calvin Harris","2167359","2019-03-22"
"Talk","Khalid","2115955","2019-03-22"
"Murder On My Mind","YNW Melly","2113076","2019-03-22"
"HP","Maluma","2063696","2019-03-22"
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco","1998228","2019-03-22"
"Going Bad (feat. Drake)","Meek Mill","1980059","2019-03-22"
"wish you were gay","Billie Eilish","1936205","2019-03-22"
"High Hopes","Panic! At The Disco","1933205","2019-03-22"
"Pa Mí - Remix","Dalex","1931473","2019-03-22"
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","1930989","2019-03-22"
"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie","1871277","2019-03-22"
"R.I.P. (feat. Rita Ora & Anitta)","Sofia Reyes","1866494","2019-03-22"
"Old Town Road","Lil Nas X","1850877","2019-03-22"
"MIA (feat. Drake)","Bad Bunny","1849326","2019-03-22"
"Cherry Lady","Capital Bra","1786907","2019-03-22"
"Please Me","Cardi B","1768873","2019-03-22"
"Let Me Down Slowly","Alec Benjamin","1768491","2019-03-22"
"My Bad","Khalid","1735925","2019-03-22"
"Adan y Eva","Paulo Londra","1726184","2019-03-22"
"Bohemian Rhapsody - Remastered 2011","Queen","1716264","2019-03-22"
"Robbery","Juice WRLD","1687738","2019-03-22"
"SICKO MODE","Travis Scott","1681481","2019-03-22"
"Desconocidos","Mau y Ricky","1570774","2019-03-22"
"Pure Water (with Migos)","Mustard","1565416","2019-03-22"
"Eastside (with Halsey & Khalid)","benny blanco","1538758","2019-03-22"
"Better Now","Post Malone","1537287","2019-03-22"
"Look Back at It","A Boogie Wit da Hoodie","1519432","2019-03-22"
"Thotiana","Blueface","1492743","2019-03-22"
"Be Alright","Dean Lewis","1484762","2019-03-22"
"Who Do You Love","The Chainsmokers","1470220","2019-03-22"
"Confessions of a Dangerous Mind","Logic","1462255","2019-03-22"
"Te Vi","Piso 21","1439232","2019-03-22"
"Un Año","Sebastian Yatra","1408072","2019-03-22"
"Price On My Head (feat. The Weeknd)","NAV","1388681","2019-03-22"
"Patience","Tame Impala","1381124","2019-03-22"
"Someone You Loved","Lewis Capaldi","1379605","2019-03-22"
"Girls Like You (feat. Cardi B)","Maroon 5","1375719","2019-03-22"
"Amanece","Anuel AA","1358255","2019-03-22"
"Ella Quiere Beber - Remix","Anuel AA","1334521","2019-03-22"
"Fast","Juice WRLD","1331474","2019-03-22"
"On My Way","Alan Walker","1326874","2019-03-22"
"lovely","Billie Eilish","1321701","2019-03-22"
"ZEZE","Kodak Black","1320283","2019-03-22"
"a lot","21 Savage","1315655","2019-03-22"
"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","1308876","2019-03-22"
"rockstar (feat. 21 Savage)","Post Malone","1304259","2019-03-22"
"when the party's over","Billie Eilish","1299354","2019-03-22"
"Mixed Personalities (feat. Kanye West)","YNW Melly","1290706","2019-03-22"
"Lucid Dreams","Juice WRLD","1276052","2019-03-22"
"SAD!","XXXTENTACION","1230115","2019-03-22"
"Better","Khalid","1226259","2019-03-22"
"Drip Too Hard (Lil Baby & Gunna)","Lil Baby","1210880","2019-03-22"
"Always Remember Us This Way","Lady Gaga","1207630","2019-03-22"
"Esclavo de Tus Besos","Manuel Turizo","1171812","2019-03-22"
"Youngblood","5 Seconds of Summer","1148413","2019-03-22"
"Wir ticken","Capital Bra","1137524","2019-03-22"
"In My Mind","Dynoro","1135636","2019-03-22"
"Fingías","Paloma Mami","1127455","2019-03-22"
"So Am I","Ava Max","1122523","2019-03-22"
"Last Hurrah","Bebe Rexha","1121596","2019-03-22"
"Maman ne le sait pas (feat. Niska)","Ninho","1118071","2019-03-22"
"Bad Liar","Imagine Dragons","1109975","2019-03-22"
"Moonlight","XXXTENTACION","1108599","2019-03-22"
"Don't Stop Me Now - Remastered","Queen","1107799","2019-03-22"
"Mo Bamba","Sheck Wes","1104797","2019-03-22"
"2002","Anne-Marie","1101681","2019-03-22"
"Wake Up in the Sky","Gucci Mane","1097300","2019-03-22"
"Another One Bites The Dust - Remastered 2011","Queen","1093337","2019-03-22"
"Saturday Nights","Khalid","1093047","2019-03-22"
"I Like It","Cardi B","1086393","2019-03-22"
"Adictiva","Daddy Yankee","1075316","2019-03-22"
"Walk Me Home","P!nk","1068293","2019-03-22"
"Promises (with Sam Smith)","Calvin Harris","1065903","2019-03-22"
"Splashin","Rich The Kid","1063139","2019-03-22"
"Say My Name","David Guetta","1061261","2019-03-22"
"Shape of You","Ed Sheeran","1059333","2019-03-22"
"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","1036017","2019-03-22"
"Wolke 10","MERO","1030997","2019-03-22"
"Body (feat. Brando)","Loud Luxury","1018946","2019-03-22"
"Blackberry Sky","Eno","1011147","2019-03-22"
"Taste (feat. Offset)","Tyga","1009556","2019-03-22"
"Ya Salame","Luciano","999259","2019-03-22"
"Believer","Imagine Dragons","991178","2019-03-22"
"Pass auf wen du liebst","Ufo361","984036","2019-03-22"
"idontwannabeyouanymore","Billie Eilish","978128","2019-03-22"
"Affalterbach","Shindy","970679","2019-03-22"
"no tears left to cry","Ariana Grande","962975","2019-03-22"
"Soltera","Lunay","959545","2019-03-22"
"Reggaeton","J Balvin","952252","2019-03-22"
"Wow. - Remix","Post Malone","949948","2019-03-22"
"God's Plan","Drake","949298","2019-03-22"
"Psycho (feat. Ty Dolla $ign)","Post Malone","947167","2019-03-22"
"Perfect","Ed Sheeran","945678","2019-03-22"
"I Like Me Better","Lauv","943851","2019-03-22"
"Te Robaré","Nicky Jam","939074","2019-03-22"
"La vie qu'on mène","Ninho","933378","2019-03-22"
"Dancin (feat. Luvli) - Krono Remix","Aaron Smith","930884","2019-03-22"
"Just You and I","Tom Walker","920591","2019-03-22"
"Aullando","Wisin & Yandel","911921","2019-03-22"
"Faucet Failure","Ski Mask The Slump God","911276","2019-03-22"
"Love Someone","Lukas Graham","907292","2019-03-22"
"Jocelyn Flores","XXXTENTACION","906487","2019-03-22"
"One Kiss (with Dua Lipa)","Calvin Harris","906329","2019-03-22"
"No Sleep (feat. Bonn)","Martin Garrix","904543","2019-03-22"
"I Don't Belong In This Club","Why Don't We","900553","2019-03-22"
"Nights Like This (feat. Ty Dolla $ign)","Kehlani","896962","2019-03-22"
"Puerto Rico","Fero47","896868","2019-03-22"
"Money","Cardi B","892618","2019-03-22"
"Under Pressure - Remastered","Queen","886787","2019-03-22"
"Hear Me Calling","Juice WRLD","885754","2019-03-22"
"Lost In Japan","Shawn Mendes","870521","2019-03-22"
"Si Se Da","Myke Towers","870470","2019-03-22"
"Goutte d'eau","Ninho","868626","2019-03-22"
"I","Lil Skies","867734","2019-03-22"
"needy","Ariana Grande","861720","2019-03-22"
"Speechless (feat. Erika Sirola)","Robin Schulz","854347","2019-03-22"
"365","Zedd","854099","2019-03-22"
"Nonstop","Drake","851697","2019-03-22"
"Thunder","Imagine Dragons","851033","2019-03-22"
